
There Are Some Problems With This Commemorative Trump-Kim Jong Un Coin,The coin’s depiction of Trump with the North Korean dictator has been called inappropriate and un-American.
Giuliani’s New Stance On Russian Collusion: So What? It’s Not Illegal.,"“It was sort of like a gift,"" Giuliani said of the Clinton campaign material stolen by Russia. ""And you’re not involved in the illegality of getting it.”"
The Onion Hilariously Trolls Michael Cohen With His Own Cease-And-Desist Note,"""The article is an absolutely disgusting piece that lacks any place in journalism; even in your Onion.”"
Democrats Want To Boost School Funding To Address Teacher Walkouts,Their agenda would steer $100 billion toward schools and salaries and guarantee teachers' right to join unions.
But Her Emails? Lawmakers Shrug Off Trump’s Lax Cellphone Security,"“I suspect the president of the United States is sophisticated enough to know what he should or shouldn’t be talking about on an unsecured line,” Sen. Jim Risch said."
Congress Does Wall Street A Favor As Banks Post Record Profits,Lawmakers have passed a bill to roll back regulations adopted after the 2008 financial crisis.
White House Sinkhole Probably Metaphor For Something,One person wondered if the hole was Melania's escape tunnel.
"Reporter Shoved, Others Barred From EPA Meeting On Water Contaminants","Add this to the long, ever-growing list of scandals for the EPA chief."
Garry Kasparov: Donald Trump Has More Russian Connections Than Aeroflot,The chess champ and dissident sounds the gong again on Vladimir Putin's manipulation of U.S. democracy.
Trump Reportedly Rejects Phone Security Measures As 'Too Inconvenient',The president is said to use a cellphone that lacks top security features and ignores advice to regularly swap his Twitter phone.
Federal Court Sides With Transgender Teen Gavin Grimm In Bathroom Fight,The court denied a motion to dismiss Grimm's lawsuit against the Gloucester County School Board.
Ex-Trump Adviser Calls President's Claims That Informant Spied On Campaign 'Embarrassing',Trump has asked the Justice Department to look into whether an FBI informant infiltrated his campaign for political purposes.
Vietnam Is A Test For What Happens When The U.S. Abandons Climate Diplomacy,The Asian country’s energy needs are growing and coal power is a tempting solution.
Just One-Third Of Americans Think Trump Is Successfully Draining The Swamp,That percentage has barely budged since last year.
"MSNBC Host Hugh Hewitt Suggests 'Trench Coat' Control, Not Gun Control","Forget restricting guns as a way to curb school shootings. ""It's a Second Amendment right, not a Second Amendment suggestion."""
"Texans On Both Sides Of Gun Debate Agree On Safe Storage, But Not On How To Support It","The state has a child access prevention law, but it doesn't appear to be working as intended."
Judge Orders Texas To Make Voter Registration Easier When Updating DMV Info,Plaintiffs complained that the state violated the 1993 National Voter Registration Act.
Roger Stone Says He's 'Prepared' For 'Conjured Up' Mueller Indictment,"Any action is an ""effort to silence me,"" the controversial political operative said."
Hillary Clinton To Endorse Andrew Cuomo's Re-Election,"The New York governor faces former ""Sex and the City"" star Cynthia Nixon in the Democratic primary."
The Supreme Court Just Made It A Lot Harder For You To Sue Your Employer,"A new ruling allows employers to force workers into class-action waivers. As one justice put it, the case cuts to ""the entire heart of the New Deal."""
Blake Farenthold May Have Been Hired Illegally At His New Lobbyist Job,"A Texas newspaper filed a lawsuit alleging the Calhoun Port Authority hired the disgraced former lawmaker without public notice, in violation of state law."
Hillary Clinton Tips A Russian Hat At Trump During Yale Commencement Speech,"""If you can't beat 'em, join 'em,"" Clinton said, in a pretty obvious nod to the Russians."
Giuliani Says Mueller Can't Talk To Trump Until Trump Hears More About FBI Source,"“We can’t let our guy go in and be questioned without knowing this,” the president's lawyer said."
Democrats Plan Big Anti-Corruption Theme For Midterms,"It's a revival of a successful tactic Dems used in 2006, when they took control of both chambers of Congress."
We Asked The American Public To Settle 5 Of The Internet's Dumbest Debates,Our poll showed some surprising generational divides.
Fox News Viewers Really Don’t Like Lifelong Republican Robert Mueller,Most of those following the Trump-Russia investigation via the cable news outlet say they strongly disapprove of the special counsel's job performance.
Trump Team Moves To Lift Ban On 'Extreme' Hunting Tactics In Alaska,The proposal would allow hunters to kill bear cubs and wolf pups in their dens and shoot swimming caribou from motorboats.
Howard Stern Tells How Trump Sexualized Ivanka And Makes David Letterman Cringe,"Trump told Stern: ""You know who’s a great beauty? My daughter Ivanka. Now she’s a 10."""
The Supreme Court Is Helping Companies Get Away With Sexual Harassment,The Me Too movement takes a massive hit from a new decision written by Justice Neil Gorsuch.
Super PACs That Meddled In West Virginia’s Senate Primary Didn’t Receive A Penny From West Virginians,"The outside groups can spend big to alter election outcomes, but don't have to disclose donors until after the voting."
Mike Pompeo Promises To 'Crush' Iran And Achieve A Better Deal,The secretary of state avoided specifics on how he would convince  the rest of the world to abandon the existing nuclear accord.
"U.S., China Putting Trade War On Hold, Treasury's Steve Mnuchin Says","""Right now, we have agreed to put the tariffs on hold while we try to execute the framework."""
Trump’s Top Economic Adviser Says Amazon Threats Are ‘Not In My Lane’,Larry Kudlow dodges when asked about the president’s attacks on the retail giant.
"Dems, Trump Admin Find Common Ground: Helping Victims Of Myanmar's Genocide",But they don't yet have the public support of the president -- and Mitch McConnell is delaying a vote on proposed sanctions for perpetrators of the crisis.
Giuliani Says Mueller Will Wrap Up Trump Obstruction Probe By September: Report,Trump's lawyer told The New York Times he got the timeline from the special counsel's office two weeks ago.
Stephanie Kelton Has The Biggest Idea In Washington,"Once an outsider, her radical economic thinking won over Wall Street. Now she's changing the Democratic Party."
Texas Gov.'s Campaign Cancels Shotgun Giveaway After Santa Fe School Shooting,Gov. Greg Abbott was dragged on social media over the seemingly tone-deaf contest.
Parents Of School Shooting Victims Decry 'Moronic' GOP Platitudes,"""For [Texas Lt. Gov. Dan Patrick] to be making those moronic comments? Unacceptable.”"
Trump: 'Real Americans' Should Get 'Tough' On Russia Probe,The president tried to smear the credibility of special counsel Robert Mueller's investigation yet again.
Texas Lt. Gov. Dan Patrick Touts Need To Arm Teachers,"""Our teachers are part of that well-run militia"" mentioned in the Second Amendment, he said."
Trump Sets Up Showdown With DOJ Over Claims Of Campaign Surveillance,The Justice Department responded by asking its inspector general to look into Trump's charge.
Jim Carrey's Latest Painting Slams Kent State 'Goldilocks' And Her AR-10,"The student who posted the photo called Carrey's depiction ""disgusting."""
Oliver North Blames School Shootings On Ritalin,"The incoming NRA president, who once promoted a violent video game, also cited a ""culture of violence."""
"Mark Kelly: Trump Rolled Over For NRA, Did Nothing About Guns After Parkland","“To see our elected leaders do nothing over and over again, it’s just an incredibly sad situation.”"
GOP Candidate Set Up Trust That Pays His Kids For Marrying White People,"Even his own mom calls him a bigot, but former judge Vickers Cunningham insists his opposition to interracial and same-sex marriage didn't affect his rulings."
Houston Police Chief Says He's Sick Of Inaction On Gun Control,"""I’ve hit rock bottom and I am not interested in your views as it pertains to this issue,"" he said."
Trump Jr. Met With Emissary For Gulf Princes Offering Help With Campaign In 2016: Report,"The crown princes of the UAE and Saudi Arabia offered help to the Trump presidential campaign, the New York Times reports."
"Trump Misspells Melania's Name In Welcome Home Tweet, Twitter Roars","Has ""Melanie"" signed an NDA?"
"Jimmy Kimmel Shreds 'Cowardly' Trump, Lawmakers After Texas School Shooting","""They sit there with their hands in their pockets, pockets that are full of gun money, and they do nothing."""
"Students Stage Sit-In For Gun Control Outside Paul Ryan's Office, Get Arrested",The teens organized the protest in response to the Texas school shooting earlier that day.
Santa Fe High Schoolers Held Gun Violence Protest 1 Month Before Shooting,A small group took part in the national protest on April 20.
Jeff Sessions Uses Exceptional Power Over Immigration Courts To Limit Judges' Authority,"The attorney general ordered judges to stop administratively closing cases, whether they think it's best or not."
GOP Rep. Introduces Bill That Would Demand White House Apologize To McCain,"Many in Congress are furious over a White House aide joking that McCain is ""dying anyway."""
Meek Mill Backs Out Of Trump Event On Prison Reform,The rapper said he and the president had become the focus of the summit.
New Trump Rule Would Cut Federal Funds From Clinics Providing Abortions,Providers like Planned Parenthood would lose funding for essential health checks like breast cancer screenings.
Twitter Users Joke Trump Wants Prison Reform Because That's Where He's Headed,"""We’ll try and keep that in mind when your parole hearings come up,"" one Twitter user told the president."
Trump White House Kills Off Yanny-Laurel Debate With 'Ridiculous' Clip,It's over.
"Lawyer Who Ranted Against Spanish-Speakers Faces Office Eviction, Disciplinary Complaint",He's been hounded by reporters and may get a surprise serenade from a mariachi band.
Top Democrats Want Answers On Global Health Security Head's Sudden Departure,"“The threat of a pandemic is serious, and it’s important families know we have a vigilant and experienced team in place.”"
Gun Owners And Non-Gun Owners Actually Agree On A Lot Of Gun Reforms,A recently released survey of the two groups finds minimal gaps in support for many key policies.
Twitter Users Pan Ted Cruz After He Tweets 'Prayers' To Santa Fe School Shooting Victims,"""We're tired of paying you in exchange for your useless prayers,"" one Twitter user told the senator."
So States Ban Bump Stocks. Now How Do They Enforce the Law?,"Another concern for some gun rights activists is that the state bans do not give enough notice to residents that possessing a bump stock is, in most cases, a felony."
"For Liberal Billionaire Tom Steyer, It’s All About That Base",He’s betting that a campaign to impeach Donald Trump will turn out infrequent voters in November. What could go wrong?
"Sen. Dean Heller’s Campaign Paid His Social Media Influencer Son More Than $50,000",The Republican senator's campaign gave the cash to his son to run its Instagram page and make Facebook and YouTube videos.
Interior Dept. Dodges Watchdog’s Questions About Zinke’s Call To Alaska Senators,The agency took six months to even respond to a federal probe into Zinke's apparent effort to bully Sen. Lisa Murkowski over her health care vote.
Bill Gates Says Trump Didn't Know The Difference Between HPV And HIV,"“So I was able to explain that those are rarely confused with each other,” the tech mogul said."
Robert Wilkie Picked As New VA Secretary In Surprise Announcement,"""He doesn't know this yet,"" Trump admitted."
Trump's New 'Domestic Gag Rule' Would Strip Funds From Planned Parenthood,"The president reportedly doesn’t know the difference between HIV and HPV, but he still wants to penalize family planning providers."
"Rudy Giuliani Reverses Trump Team's Position, Says President Can Obstruct Justice",Obstruction of justice charges are reportedly central to the special counsel's Russia investigation.
Obamacare Premiums Will Be Way Higher Next Year. They Didn't Have To Be.,The messy health insurance exchange market was starting to settle down before Trump came along.
A Comprehensive List Of Everything Don Jr. Doesn't Know About That Infamous Meeting,All 216 things.
"Report: Manafort's Former Son-In-Law Cuts Plea Deal, To Cooperate With Government",The guilty plea agreement could add to the legal pressure on Manafort.
Trump Briefly Responds To Santa Fe School Shooting Before Pivoting,"“On another note, a very positive note, I'm honored to be here ..."""
Trump's NASA Chief Has Apparently Changed His Tune On Climate Change,"He said humans are contributing in a ""major way"" to climate change after years of refusing to acknowledge that fact."
Freedom Caucus Sinks Key Part Of Paul Ryan's Welfare Reform Agenda,A fight over immigration ended up tanking the farm bill.
Business Groups Might Be Quietly Killing A Bill That Would Bring Sexual Abuse Claims To Light,Congress could make all companies allow workplace sexual harassment victims to go to court. But the bipartisan legislation seems to have stalled.
Kushner Family Reportedly Close To Getting Bailout For Flagship Tower,The 666 Fifth Avenue property may have found its savior.
"Trump Says He'll Give To Charity For Royal Wedding, But We'll See",The president has a history of claiming to donate to charities without providing proof.
Federal Prosecutors Still Trying To Turn Trump Inauguration Protesters Into Felons,"Though jurors acquitted the first defendants, the government is pursuing multiple felony charges against four more."
Republican Immigration Fight Derails Food Stamp Bill,The Freedom Caucus comes out against the farm bill until Republicans work out an immigration plan.
Retiring Lawmakers Have Added $32.8 Million To Campaign Treasuries Since Last Election,"By Frank Bass, MapLight More than five dozen congressmen who have retired or plan to retire next year have raised at least"
"Facing Farm Bill Vote Problems, GOP Leaders May Have To Make A Deal","Somehow, the farm bill may hinge on immigration."
Trump’s Stormy Daniels Disclosure Still Leaves Questions About Payments To Cohen,"According to Rudy Giuliani, Trump paid Michael Cohen $420,000 – but Cohen only paid Daniels $130,000. What happened to the rest of it?"
Gina Haspel Confirmed As CIA Director With Aid Of Democrats,"Democrats had the power to block her nomination, but they couldn't stick together."
"Boulder City Council Unanimously Votes To Ban Assault Weapons, High-Capacity Magazines",Opponents to the measure have vowed to challenge the ban in court.
Mitch McConnell Taps Anti-LGBTQ Bigot For Religious Freedom Panel,"Tony Perkins, who has warned of gay people waging an anti-Christian holocaust, is now on the Commission on International Religious Freedom."
"Devin Nunes, Fundraising Off FBI Attacks, Tells Potential Donors That Trump Says He's A Hero","The House intelligence committee chairman, who's attacked the probe of Russian interference in the 2016 election, says he's ""standing strong"" with Trump."
Former Mexican President Warns Donald Trump: 'You've Got To Get Your S**t Together',"""You must show compassion and humanity,"" Vicente Fox admonished after Trump called immigrants ""animals."""
"Scam PACs Ripped Off Conservatives With Pro-Police, Anti-Abortion Messages: Prosecutors",The scam allegedly raised $23 million from donors from 2014 to 2017.
Trump's ICE Is Increasingly Arresting Immigrants Without Criminal Convictions,The president often talks about criminals that his administration finds and deports. But a lot of noncriminals are being swept up too.
Special Counsel Hits Roger Stone's Social Media Advisor With Subpoenas,Stone is President Donald Trump's longtime friend and former campaign consultant.
"Josh Holt, American Captive in Venezuela, Begs For Help In Prison Videos",The 26-year-old's plea comes amid rioting at the prison where he has been held without trial since 2016.
Obama Photographer Taunts Donald Trump For Calling Immigrants 'Animals',"""Dear sir: THESE are animals."""
Rudy Giuliani Offers A Head-Spinning New Defense Of Trump,Giuliani provided a circuitous explanation of why Trump couldn't have colluded with the Russians.
"Cynthia Nixon's 'Fix Our Subway' Ads Shred Cuomo's MTA, Commuters Rejoice","""Does N E 1 C A train?"" reads one of the subway-themed campaign ads."
The Farm Bill Could Be A Huge Blow To Animals,"An amendment threatens farm animal protections, food safety laws and rules on invasive species."
Emails Show Interior Expected To Learn Nothing From Public Input On Bears Ears Review,"“Essentially, barring a surprise, there is no new information that’s going to be submitted,” an agency official said."
Whistleblower Leaked Michael Cohen's Financials Over Potential Cover-Up: Report,The whistleblower said two files about Cohen's business dealings are missing from a government database.
Senate Intelligence Committee Backs Gina Haspel To Lead The CIA,Haspel looks all but assured to win confirmation in a vote before the full Senate.
Pennsylvania's Congressional Delegation Will No Longer Be All Men,It looks like at least one woman will be heading to Washington from the state.
Conservatives Cook Up Farm Bill Gambit to Get Vote On Hardline Immigration Bill,This is getting very House of Cards-y.
Top Novartis Lawyer Resigns Over Michael Cohen Deal,U.S. lawmakers demand details from Novartis and AT&T about their payments to Cohen's firm.
White House Eliminates Cyber Czar Post After First Appointee Leaves,"“I don’t see how getting rid of the top cyber official in the White House does anything to make our country safer from cyber threats,” Mark Warner, the top Democrat on the Senate Intelligence committee, said."
EMILY’s List-Backed Lawyer Wins Democratic Primary In Pennsylvania Swing District,Susan Wild would be the first woman to represent the Lehigh Valley in Congress.
Republicans Are Attacking Nancy Pelosi Even In Non-House Races,The House minority leader is turning up in GOP attack ads for Senate and state legislative races.
An Empire Of Nothing At All? The U.S. Military Takes Us Through The Gates Of Hell,"This article originally appeared at TomDispatch.com. To receive TomDispatch in your inbox three times a week, click here"
Longtime Trump Lawyer Slams Giuliani As 'Polarizing Figure' Who Shouldn't Deal With Mueller,"Giuliani may also be trying to ""aggrandize himself,"" Jay Goldberg said."
Trump Jr. Left Open Possibility That Dad Knew Of Trump Tower Meeting At The Time,Senate transcripts reveal the president's son only partly backed White House claims that the president didn't know.
Louisiana Lawmakers Approve Restoring Voting Rights To People On Probation And Parole,The measure’s passage is a significant victory for voting rights advocates.
"Trump Paid More Than $100,000 To Cohen, Financial Disclosure Confirms","A reason for the payment was not specified in the financial disclosure, which has caused concern over its timing."
American Citizen Freed From Egypt Jail,"Advocates for Ahmed Etiwy said the White House had never made the case a priority despite President Donald Trump's ""America First"" policy."
Tweeters Take Hard Pass At RNC's Dinner And Photo With Donald Trump Prize,"""Seriously? You're pushing raffle tickets to get a picture with an elected official?"""
San Francisco To Adopt Software App To Help Automatically Clear Old Marijuana Convictions,"“When the government uses 20th-century tools to tackle 21st-century problems, it’s the public that pays the price."""
"In Senate Hot Seat, Scott Pruitt Dodges Questions Over Mounting Scandals","The EPA chief's ego and lavish spending have made him and the agency “a laughingstock,"" said Sen. Patrick Leahy (D-Vt.)."
Idaho Inches Closer To Electing The Nation's First Native American Governor,Paulette Jordan won the Democratic primary in the Idaho governor's race.
Pro-Abortion Rights Progressive Wins Nebraska Democratic House Primary,Kara Eastman prevailed against an establishment favorite in challenging territory.
"Christopher Wylie Warns Senators: Cambridge Analytica, Steve Bannon Want 'Culture War'","“We’re seeing a resegregation of society that’s catalyzed by algorithms,” Wylie said Wednesday."
San Francisco May Ban Single-Use Plastic Straws,Many local food and beverage merchants are already on board.
Senate Panel Releases Details From Its Trump Tower Meeting Probe,"Among the information released was an interview with Donald Trump, Jr."
U.S. Report Contradicts Michigan Governor Candidate Over Test Animal Treatment,The Agriculture Department found animal welfare violations in Democrat Shri Thanedar’s chemical testing facility.
The Republican Welfare Plan Is About Keeping Wages Down,But they might be overestimating what their legislation would do.
Trump’s Failure To Report Stormy Daniels Payoff Referred To Prosecutors,"The Office of Government Ethics said the president should have disclosed he repaid his lawyer for the $130,000 in hush money."
Trump Refers To Immigrants As 'Animals.' Again.,The president also asked the attorney general to charge the mayor of Oakland with obstruction of justice for warning residents about planned immigration arrests.
Democratic Lawmaker Gives Scott Pruitt Brutal Reality Check During Senate Hearing,Burn.
"Trump Picks Mitch McConnell's Brother-In-Law, Gordon Hartogensis, To Lead Pension Agency",Experts say the choice to lead the Pension Benefit Guaranty Corp. wasn't based on qualifications.
FBI Search Of CIA Leak Suspect Turned Up Photos Of Sex Assault On Unconscious Friend,"The government suspects that Joshua Adam Schulte gave documents to WikiLeaks, but they're holding him on child pornography charges."
Former Trump Pick For Top Census Role Says Citizenship Question Was 'Political',"""They have made a political decision. And they have every right to do that because they won the election,” Thomas Brunell said."
"Jared Kushner Was 'Agitated, Infuriated' At Meeting With Russians Focused On Adoptions",Thousands of pages of transcripts detail the meeting at Trump Tower with Russians.
Rex Tillerson Warns Grads Of Living In ‘Alternative Realities’,"Gee, wonder who he's talking about."
Democrats Force Vote To Keep Net Neutrality Rules,"It's only a temporary victory, however."
